data;

set Eras := 1 2 3;
set CartasEraI := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set CartasEraII := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29;
set CartasEraIII := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24;
set Turnos := 1 2 3 4 5 6;

set TiposDeCosto := 'MON' 'CEM' 'TEL' 'CER' 'PAP' 'MAD' 'LAD' 'ORO';
set TiposDeEspecialidad := 'MON' 'CEM' 'TEL' 'CER' 'PAP' 'MAD' 'LAD' 'ORO' 'PTO' 'MIL';
set MateriaPrima := 'CEM' 'MAD' 'LAD' 'ORO';
set ProductosManufacturados := 'TEL' 'CER' 'PAP';

set MilitaresEra1 := 19 20 21;
set MilitaresEra2 := 16 17 18 19;
set MilitaresEra3 := 12 13 14 15;

set ModoDeCarta := 'NOR' 'MAR';

set NivelesDeDesarrollo := 1 2 3;

param EspecialidadesEraI : MON CEM TEL CER PAP MAD LAD ORO PTO MIL:=
						1 	0	0	0	0	0	0	1	0	0	0
						2 	0	1	0	0	0	0	0	0	0	0
						3 	0	0	0	0	0	0	0	1	0	0
						4 	0	0	0	0	0	1	0	0	0	0
						5 	0	0	0	0	0	0	0	1	0	0
						6 	0	0	0	0	0	0	1	0	0	0
						7 	0	1	0	0	0	0	0	0	0	0
						8 	0	0	0	0	0	1	0	0	0	0
						9 	0	0	0	1	0	0	0	0	0	0
						10 	0	0	0	0	1	0	0	0	0	0
						11 	0	0	1	0	0	0	0	0	0	0
						12 	0	0	0	0	0	0	0	0	2	0
						13 	0	0	0	0	0	0	0	0	3	0
						14 	0	0	0	0	0	0	0	0	3	0
						15 	0	0	0	0	0	0	0	0	2	0
						16 	0	0	0	0	0	0	0	0	0	0
						17 	0	0	0	0	0	0	0	0	0	0
						18 	0	0	0	0	0	0	0	0	0	0
						19 	0	0	0	0	0	0	0	0	0	1
						20 	0	0	0	0	0	0	0	0	0	1
						21 	0	0	0	0	0	0	0	0	0	1
						22 	5	0	0	0	0	0	0	0	0	0
						23 	0	0	0	0	0	0	0	0	0	0#Efecto especial
						24 	0	0	0	0	0	0	0	0	0	0#Efecto especial
						25 	0	0	0	0	0	0	0	0	0	0
						26 	0	0	0	0	0	0	0	0	0	0
						27 	0	0	0	0	0	0	0	0	0	0
						28 	0	0	0	0	0	0	0	0	0	0
						29 	0	0	0	0	0	0	0	0	0	0
						30 	0	0	0	0	0	0	0	0	0	0;

param EspecialidadesEraII : MON CEM TEL CER PAP MAD LAD ORO PTO MIL :=
						1 	0	2	0	0	0	0	0	0	0	0
						2 	0	0	0	0	0	0	2	0	0	0
						3 	0	0	0	0	0	2	0	0	0	0
						4 	0	0	0	0	0	0	0	2	0	0
						5 	0	0	0	0	1	0	0	0	0	0
						6 	0	0	0	1	0	0	0	0	0	0
						7 	0	0	1	0	0	0	0	0	0	0
						8 	0	0	0	0	0	0	0	0	5	0
						9 	0	0	0	0	0	0	0	0	3	0
						10 	0	0	0	0	0	0	0	0	4	0
						11 	0	0	0	0	0	0	0	0	4	0
						12 	0	0	0	0	0	0	0	0	0	0
						13 	0	0	0	0	0	0	0	0	0	0
						14 	0	0	0	0	0	0	0	0	0	0
						15 	0	0	0	0	0	0	0	0	0	0
						16 	0	0	0	0	0	0	0	0	0	2
						17 	0	0	0	0	0	0	0	0	0	2
						18 	0	0	0	0	0	0	0	0	0	2
						19 	0	0	0	0	0	0	0	0	0	2
						20 	0	0	0	0	0	0	0	0	0	0#Especial
						21 	0	0	0	0	0	0	0	0	0	0#Especial
						22 	0	0	0	0	0	0	0	0	0	0#Especial
						23 	0	0	0	0	0	0	0	0	0	0#Especial
						24 	0	0	0	0	0	0	0	0	0	0
						25 	0	0	0	0	0	0	0	0	0	0
						26 	0	0	0	0	0	0	0	0	0	0
						27 	0	0	0	0	0	0	0	0	0	0
						28 	0	0	0	0	0	0	0	0	0	0
						29 	0	0	0	0	0	0	0	0	0	0;

param EspecialidadesEraIII: MON CEM TEL CER PAP MAD LAD ORO PTO MIL :=
						1 	0	0	0	0	0	0	0	0	8	0
						2 	0	0	0	0	0	0	0	0	6	0
						3 	0	0	0	0	0	0	0	0	6	0
						4 	0	0	0	0	0	0	0	0	7	0
						5 	0	0	0	0	0	0	0	0	5	0
						6 	0	0	0	0	0	0	0	0	0	0
						7 	0	0	0	0	0	0	0	0	0	0
						8 	0	0	0	0	0	0	0	0	0	0
						9 	0	0	0	0	0	0	0	0	0	0
						10 	0	0	0	0	0	0	0	0	0	0
						11 	0	0	0	0	0	0	0	0	0	0
						12 	0	0	0	0	0	0	0	0	0	3
						13 	0	0	0	0	0	0	0	0	0	3
						14 	0	0	0	0	0	0	0	0	0	3
						15 	0	0	0	0	0	0	0	0	0	3
						16 	0	0	0	0	0	0	0	0	0	0#Especial
						17 	0	0	0	0	0	0	0	0	0	0#Especial
						18 	0	0	0	0	0	0	0	0	0	0#Especial
						19 	0	0	0	0	0	0	0	0	0	0
						20 	0	0	0	0	0	0	0	0	0	0
						21 	0	0	0	0	0	0	0	0	0	0
						22 	0	0	0	0	0	0	0	0	0	0
						23 	0	0	0	0	0	0	0	0	0	0
						24 	0	0	0	0	0	0	0	0	0	0;

param CostosEraI: MON CEM TEL CER PAP MAD LAD ORO :=
				1 	0 	0 	0 	0 	0 	0 	0 	0
				2 	0 	0 	0 	0 	0 	0 	0 	0
				3 	1 	0 	0 	0 	0 	0 	0 	0
